"","chromosome_name","mismatches","count","pathogen"
"8026","Auto","3",36,"Full_Scramble_Poliovirus_UP000000356-17_12mer_3mis_hits.tsv"
"8027","X","3",1,"Full_Scramble_Poliovirus_UP000000356-17_12mer_3mis_hits.tsv"
"8028","Auto","2",1,"Full_Scramble_Poliovirus_UP000000356-18_12mer_3mis_hits.tsv"
"8029","Auto","3",20,"Full_Scramble_Poliovirus_UP000000356-18_12mer_3mis_hits.tsv"
"8030","X","3",5,"Full_Scramble_Poliovirus_UP000000356-18_12mer_3mis_hits.tsv"
"8031","Auto","3",30,"Full_Scramble_Poliovirus_UP000000356-19_12mer_3mis_hits.tsv"
"8032","X","3",2,"Full_Scramble_Poliovirus_UP000000356-19_12mer_3mis_hits.tsv"
"8033","Auto","3",19,"Full_Scramble_Poliovirus_UP000000356-2_12mer_3mis_hits.tsv"
"8034","Auto","3",23,"Full_Scramble_Poliovirus_UP000000356-20_12mer_3mis_hits.tsv"
"8035","X","2",1,"Full_Scramble_Poliovirus_UP000000356-20_12mer_3mis_hits.tsv"
"8036","X","3",5,"Full_Scramble_Poliovirus_UP000000356-20_12mer_3mis_hits.tsv"
"8037","Auto","3",20,"Full_Scramble_Poliovirus_UP000000356-21_12mer_3mis_hits.tsv"
"8038","Auto","2",1,"Full_Scramble_Poliovirus_UP000000356-22_12mer_3mis_hits.tsv"
"8039","Auto","3",38,"Full_Scramble_Poliovirus_UP000000356-22_12mer_3mis_hits.tsv"
"8040","X","3",1,"Full_Scramble_Poliovirus_UP000000356-22_12mer_3mis_hits.tsv"
"8041","Auto","3",28,"Full_Scramble_Poliovirus_UP000000356-23_12mer_3mis_hits.tsv"
"8042","Auto","3",20,"Full_Scramble_Poliovirus_UP000000356-24_12mer_3mis_hits.tsv"
"8043","X","3",2,"Full_Scramble_Poliovirus_UP000000356-24_12mer_3mis_hits.tsv"
"8044","Auto","3",27,"Full_Scramble_Poliovirus_UP000000356-25_12mer_3mis_hits.tsv"
"8045","X","3",3,"Full_Scramble_Poliovirus_UP000000356-25_12mer_3mis_hits.tsv"
"8046","Auto","3",35,"Full_Scramble_Poliovirus_UP000000356-26_12mer_3mis_hits.tsv"
"8047","X","3",3,"Full_Scramble_Poliovirus_UP000000356-26_12mer_3mis_hits.tsv"
"8048","Auto","2",2,"Full_Scramble_Poliovirus_UP000000356-27_12mer_3mis_hits.tsv"
"8049","Auto","3",35,"Full_Scramble_Poliovirus_UP000000356-27_12mer_3mis_hits.tsv"
"8050","Auto","3",36,"Full_Scramble_Poliovirus_UP000000356-28_12mer_3mis_hits.tsv"
"8051","Auto","3",28,"Full_Scramble_Poliovirus_UP000000356-29_12mer_3mis_hits.tsv"
"8052","Auto","3",38,"Full_Scramble_Poliovirus_UP000000356-3_12mer_3mis_hits.tsv"
"8053","X","3",6,"Full_Scramble_Poliovirus_UP000000356-3_12mer_3mis_hits.tsv"
"8054","Y","3",2,"Full_Scramble_Poliovirus_UP000000356-3_12mer_3mis_hits.tsv"
"8055","Auto","3",25,"Full_Scramble_Poliovirus_UP000000356-30_12mer_3mis_hits.tsv"
"8056","X","3",1,"Full_Scramble_Poliovirus_UP000000356-30_12mer_3mis_hits.tsv"
"8057","Auto","3",23,"Full_Scramble_Poliovirus_UP000000356-4_12mer_3mis_hits.tsv"
"8058","Auto","2",1,"Full_Scramble_Poliovirus_UP000000356-5_12mer_3mis_hits.tsv"
"8059","Auto","3",28,"Full_Scramble_Poliovirus_UP000000356-5_12mer_3mis_hits.tsv"
"8060","Auto","3",23,"Full_Scramble_Poliovirus_UP000000356-6_12mer_3mis_hits.tsv"
"8061","Auto","2",1,"Full_Scramble_Poliovirus_UP000000356-7_12mer_3mis_hits.tsv"
"8062","Auto","3",19,"Full_Scramble_Poliovirus_UP000000356-7_12mer_3mis_hits.tsv"
"8063","Y","3",1,"Full_Scramble_Poliovirus_UP000000356-7_12mer_3mis_hits.tsv"
"8064","Auto","3",16,"Full_Scramble_Poliovirus_UP000000356-8_12mer_3mis_hits.tsv"
"8065","X","3",1,"Full_Scramble_Poliovirus_UP000000356-8_12mer_3mis_hits.tsv"
"8066","Auto","2",1,"Full_Scramble_Poliovirus_UP000000356-9_12mer_3mis_hits.tsv"
"8067","Auto","3",26,"Full_Scramble_Poliovirus_UP000000356-9_12mer_3mis_hits.tsv"
"8068","Auto","2",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-1_12mer_3mis_hits.tsv"
"8069","Auto","3",55,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-1_12mer_3mis_hits.tsv"
"8070","X","3",7,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-1_12mer_3mis_hits.tsv"
"8071","Y","3",2,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-1_12mer_3mis_hits.tsv"
"8072","Auto","3",70,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-10_12mer_3mis_hits.tsv"
"8073","Auto","3",62,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-11_12mer_3mis_hits.tsv"
"8074","Auto","2",3,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-12_12mer_3mis_hits.tsv"
"8075","Auto","3",66,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-12_12mer_3mis_hits.tsv"
"8076","X","3",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-12_12mer_3mis_hits.tsv"
"8077","Auto","2",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-13_12mer_3mis_hits.tsv"
"8078","Auto","3",51,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-13_12mer_3mis_hits.tsv"
"8079","X","3",3,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-13_12mer_3mis_hits.tsv"
"8080","Auto","2",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-14_12mer_3mis_hits.tsv"
"8081","Auto","3",75,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-14_12mer_3mis_hits.tsv"
"8082","X","3",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-14_12mer_3mis_hits.tsv"
"8083","Y","3",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-14_12mer_3mis_hits.tsv"
"8084","Auto","3",38,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-15_12mer_3mis_hits.tsv"
"8085","X","3",2,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-15_12mer_3mis_hits.tsv"
"8086","Auto","2",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-16_12mer_3mis_hits.tsv"
"8087","Auto","3",56,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-16_12mer_3mis_hits.tsv"
"8088","X","3",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-16_12mer_3mis_hits.tsv"
"8089","Auto","2",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-17_12mer_3mis_hits.tsv"
"8090","Auto","3",49,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-17_12mer_3mis_hits.tsv"
"8091","Auto","3",69,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-18_12mer_3mis_hits.tsv"
"8092","X","3",10,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-18_12mer_3mis_hits.tsv"
"8093","Auto","3",54,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-19_12mer_3mis_hits.tsv"
"8094","X","3",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-19_12mer_3mis_hits.tsv"
"8095","Auto","3",62,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-2_12mer_3mis_hits.tsv"
"8096","X","3",3,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-2_12mer_3mis_hits.tsv"
"8097","Auto","2",2,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-20_12mer_3mis_hits.tsv"
"8098","Auto","3",50,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-20_12mer_3mis_hits.tsv"
"8099","X","3",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-20_12mer_3mis_hits.tsv"
"8100","Auto","3",53,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-21_12mer_3mis_hits.tsv"
"8101","X","3",3,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-21_12mer_3mis_hits.tsv"
"8102","Auto","3",60,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-22_12mer_3mis_hits.tsv"
"8103","X","3",5,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-22_12mer_3mis_hits.tsv"
"8104","Auto","2",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-23_12mer_3mis_hits.tsv"
"8105","Auto","3",54,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-23_12mer_3mis_hits.tsv"
"8106","X","3",5,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-23_12mer_3mis_hits.tsv"
"8107","Auto","2",2,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-24_12mer_3mis_hits.tsv"
"8108","Auto","3",55,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-24_12mer_3mis_hits.tsv"
"8109","X","3",2,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-24_12mer_3mis_hits.tsv"
"8110","Auto","3",53,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-25_12mer_3mis_hits.tsv"
"8111","X","3",3,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-25_12mer_3mis_hits.tsv"
"8112","Auto","3",57,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-26_12mer_3mis_hits.tsv"
"8113","X","3",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-26_12mer_3mis_hits.tsv"
"8114","Auto","2",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-27_12mer_3mis_hits.tsv"
"8115","Auto","3",52,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-27_12mer_3mis_hits.tsv"
"8116","X","3",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-27_12mer_3mis_hits.tsv"
"8117","Y","3",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-27_12mer_3mis_hits.tsv"
"8118","Auto","3",65,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-28_12mer_3mis_hits.tsv"
"8119","X","3",3,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-28_12mer_3mis_hits.tsv"
"8120","Auto","2",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-29_12mer_3mis_hits.tsv"
"8121","Auto","3",58,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-29_12mer_3mis_hits.tsv"
"8122","X","2",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-29_12mer_3mis_hits.tsv"
"8123","X","3",8,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-29_12mer_3mis_hits.tsv"
"8124","Auto","2",2,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-3_12mer_3mis_hits.tsv"
"8125","Auto","3",60,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-3_12mer_3mis_hits.tsv"
"8126","X","3",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-3_12mer_3mis_hits.tsv"
"8127","Auto","3",60,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-30_12mer_3mis_hits.tsv"
"8128","X","3",3,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-30_12mer_3mis_hits.tsv"
"8129","Auto","2",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-4_12mer_3mis_hits.tsv"
"8130","Auto","3",74,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-4_12mer_3mis_hits.tsv"
"8131","X","3",2,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-4_12mer_3mis_hits.tsv"
"8132","Auto","2",2,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-5_12mer_3mis_hits.tsv"
"8133","Auto","3",59,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-5_12mer_3mis_hits.tsv"
"8134","X","3",3,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-5_12mer_3mis_hits.tsv"
"8135","Auto","2",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-6_12mer_3mis_hits.tsv"
"8136","Auto","3",51,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-6_12mer_3mis_hits.tsv"
"8137","Auto","2",3,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-7_12mer_3mis_hits.tsv"
"8138","Auto","3",63,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-7_12mer_3mis_hits.tsv"
"8139","X","3",4,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-7_12mer_3mis_hits.tsv"
"8140","Auto","2",2,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-8_12mer_3mis_hits.tsv"
"8141","Auto","3",75,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-8_12mer_3mis_hits.tsv"
"8142","X","3",2,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-8_12mer_3mis_hits.tsv"
"8143","Y","3",1,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-8_12mer_3mis_hits.tsv"
"8144","Auto","2",2,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-9_12mer_3mis_hits.tsv"
"8145","Auto","3",41,"Full_Scramble_Punta_toro_phlebovirus_UP000214480-9_12mer_3mis_hits.tsv"
"8146","Auto","3",74,"Full_Scramble_Puumala_virus_UP000110237-1_12mer_3mis_hits.tsv"
"8147","X","2",1,"Full_Scramble_Puumala_virus_UP000110237-1_12mer_3mis_hits.tsv"
"8148","X","3",3,"Full_Scramble_Puumala_virus_UP000110237-1_12mer_3mis_hits.tsv"
"8149","Auto","2",1,"Full_Scramble_Puumala_virus_UP000110237-10_12mer_3mis_hits.tsv"
"8150","Auto","3",79,"Full_Scramble_Puumala_virus_UP000110237-10_12mer_3mis_hits.tsv"
"8151","Auto","2",1,"Full_Scramble_Puumala_virus_UP000110237-11_12mer_3mis_hits.tsv"
"8152","Auto","3",54,"Full_Scramble_Puumala_virus_UP000110237-11_12mer_3mis_hits.tsv"
"8153","X","3",3,"Full_Scramble_Puumala_virus_UP000110237-11_12mer_3mis_hits.tsv"
"8154","Auto","2",1,"Full_Scramble_Puumala_virus_UP000110237-12_12mer_3mis_hits.tsv"
"8155","Auto","3",38,"Full_Scramble_Puumala_virus_UP000110237-12_12mer_3mis_hits.tsv"
"8156","X","3",4,"Full_Scramble_Puumala_virus_UP000110237-12_12mer_3mis_hits.tsv"
"8157","Auto","2",1,"Full_Scramble_Puumala_virus_UP000110237-13_12mer_3mis_hits.tsv"
"8158","Auto","3",71,"Full_Scramble_Puumala_virus_UP000110237-13_12mer_3mis_hits.tsv"
"8159","Auto","2",4,"Full_Scramble_Puumala_virus_UP000110237-14_12mer_3mis_hits.tsv"
"8160","Auto","3",55,"Full_Scramble_Puumala_virus_UP000110237-14_12mer_3mis_hits.tsv"
"8161","X","3",2,"Full_Scramble_Puumala_virus_UP000110237-14_12mer_3mis_hits.tsv"
"8162","Auto","3",43,"Full_Scramble_Puumala_virus_UP000110237-15_12mer_3mis_hits.tsv"
"8163","X","2",1,"Full_Scramble_Puumala_virus_UP000110237-15_12mer_3mis_hits.tsv"
"8164","X","3",4,"Full_Scramble_Puumala_virus_UP000110237-15_12mer_3mis_hits.tsv"
"8165","Auto","2",1,"Full_Scramble_Puumala_virus_UP000110237-16_12mer_3mis_hits.tsv"
"8166","Auto","3",42,"Full_Scramble_Puumala_virus_UP000110237-16_12mer_3mis_hits.tsv"
"8167","X","3",1,"Full_Scramble_Puumala_virus_UP000110237-16_12mer_3mis_hits.tsv"
"8168","Auto","3",63,"Full_Scramble_Puumala_virus_UP000110237-17_12mer_3mis_hits.tsv"
"8169","X","3",2,"Full_Scramble_Puumala_virus_UP000110237-17_12mer_3mis_hits.tsv"
"8170","Auto","2",5,"Full_Scramble_Puumala_virus_UP000110237-18_12mer_3mis_hits.tsv"
"8171","Auto","3",49,"Full_Scramble_Puumala_virus_UP000110237-18_12mer_3mis_hits.tsv"
"8172","X","3",2,"Full_Scramble_Puumala_virus_UP000110237-18_12mer_3mis_hits.tsv"
"8173","Auto","3",53,"Full_Scramble_Puumala_virus_UP000110237-19_12mer_3mis_hits.tsv"
"8174","X","3",1,"Full_Scramble_Puumala_virus_UP000110237-19_12mer_3mis_hits.tsv"
"8175","Auto","2",1,"Full_Scramble_Puumala_virus_UP000110237-2_12mer_3mis_hits.tsv"
"8176","Auto","3",63,"Full_Scramble_Puumala_virus_UP000110237-2_12mer_3mis_hits.tsv"
"8177","Auto","3",50,"Full_Scramble_Puumala_virus_UP000110237-20_12mer_3mis_hits.tsv"
"8178","X","3",3,"Full_Scramble_Puumala_virus_UP000110237-20_12mer_3mis_hits.tsv"
"8179","Auto","2",1,"Full_Scramble_Puumala_virus_UP000110237-21_12mer_3mis_hits.tsv"
"8180","Auto","3",66,"Full_Scramble_Puumala_virus_UP000110237-21_12mer_3mis_hits.tsv"
"8181","X","3",2,"Full_Scramble_Puumala_virus_UP000110237-21_12mer_3mis_hits.tsv"
"8182","Auto","2",1,"Full_Scramble_Puumala_virus_UP000110237-22_12mer_3mis_hits.tsv"
"8183","Auto","3",63,"Full_Scramble_Puumala_virus_UP000110237-22_12mer_3mis_hits.tsv"
"8184","X","3",2,"Full_Scramble_Puumala_virus_UP000110237-22_12mer_3mis_hits.tsv"
"8185","Auto","3",39,"Full_Scramble_Puumala_virus_UP000110237-23_12mer_3mis_hits.tsv"
"8186","X","3",1,"Full_Scramble_Puumala_virus_UP000110237-23_12mer_3mis_hits.tsv"
"8187","Auto","3",48,"Full_Scramble_Puumala_virus_UP000110237-24_12mer_3mis_hits.tsv"
"8188","X","3",1,"Full_Scramble_Puumala_virus_UP000110237-24_12mer_3mis_hits.tsv"
"8189","Auto","2",4,"Full_Scramble_Puumala_virus_UP000110237-25_12mer_3mis_hits.tsv"
"8190","Auto","3",45,"Full_Scramble_Puumala_virus_UP000110237-25_12mer_3mis_hits.tsv"
"8191","Auto","3",44,"Full_Scramble_Puumala_virus_UP000110237-26_12mer_3mis_hits.tsv"
"8192","X","3",2,"Full_Scramble_Puumala_virus_UP000110237-26_12mer_3mis_hits.tsv"
"8193","Auto","2",1,"Full_Scramble_Puumala_virus_UP000110237-27_12mer_3mis_hits.tsv"
"8194","Auto","3",39,"Full_Scramble_Puumala_virus_UP000110237-27_12mer_3mis_hits.tsv"
"8195","Auto","3",57,"Full_Scramble_Puumala_virus_UP000110237-28_12mer_3mis_hits.tsv"
"8196","Auto","2",1,"Full_Scramble_Puumala_virus_UP000110237-29_12mer_3mis_hits.tsv"
"8197","Auto","3",64,"Full_Scramble_Puumala_virus_UP000110237-29_12mer_3mis_hits.tsv"
"8198","X","3",3,"Full_Scramble_Puumala_virus_UP000110237-29_12mer_3mis_hits.tsv"
"8199","Auto","3",56,"Full_Scramble_Puumala_virus_UP000110237-3_12mer_3mis_hits.tsv"
"8200","X","3",2,"Full_Scramble_Puumala_virus_UP000110237-3_12mer_3mis_hits.tsv"
"8201","Auto","3",47,"Full_Scramble_Puumala_virus_UP000110237-30_12mer_3mis_hits.tsv"
"8202","Y","3",1,"Full_Scramble_Puumala_virus_UP000110237-30_12mer_3mis_hits.tsv"
"8203","Auto","3",67,"Full_Scramble_Puumala_virus_UP000110237-4_12mer_3mis_hits.tsv"
"8204","X","3",2,"Full_Scramble_Puumala_virus_UP000110237-4_12mer_3mis_hits.tsv"
"8205","Auto","2",2,"Full_Scramble_Puumala_virus_UP000110237-5_12mer_3mis_hits.tsv"
"8206","Auto","3",55,"Full_Scramble_Puumala_virus_UP000110237-5_12mer_3mis_hits.tsv"
"8207","X","3",3,"Full_Scramble_Puumala_virus_UP000110237-5_12mer_3mis_hits.tsv"
"8208","Auto","2",1,"Full_Scramble_Puumala_virus_UP000110237-6_12mer_3mis_hits.tsv"
"8209","Auto","3",44,"Full_Scramble_Puumala_virus_UP000110237-6_12mer_3mis_hits.tsv"
"8210","X","3",5,"Full_Scramble_Puumala_virus_UP000110237-6_12mer_3mis_hits.tsv"
"8211","Auto","3",62,"Full_Scramble_Puumala_virus_UP000110237-7_12mer_3mis_hits.tsv"
"8212","X","3",6,"Full_Scramble_Puumala_virus_UP000110237-7_12mer_3mis_hits.tsv"
"8213","Auto","2",1,"Full_Scramble_Puumala_virus_UP000110237-8_12mer_3mis_hits.tsv"
"8214","Auto","3",62,"Full_Scramble_Puumala_virus_UP000110237-8_12mer_3mis_hits.tsv"
"8215","Auto","3",64,"Full_Scramble_Puumala_virus_UP000110237-9_12mer_3mis_hits.tsv"
"8216","X","3",1,"Full_Scramble_Puumala_virus_UP000110237-9_12mer_3mis_hits.tsv"
"8217","Auto","2",1,"Full_Scramble_Rabies_virus_UP000008649-1_12mer_3mis_hits.tsv"
"8218","Auto","3",81,"Full_Scramble_Rabies_virus_UP000008649-1_12mer_3mis_hits.tsv"
"8219","X","3",5,"Full_Scramble_Rabies_virus_UP000008649-1_12mer_3mis_hits.tsv"
"8220","Auto","2",1,"Full_Scramble_Rabies_virus_UP000008649-10_12mer_3mis_hits.tsv"
"8221","Auto","3",81,"Full_Scramble_Rabies_virus_UP000008649-10_12mer_3mis_hits.tsv"
"8222","X","3",4,"Full_Scramble_Rabies_virus_UP000008649-10_12mer_3mis_hits.tsv"
"8223","Auto","3",80,"Full_Scramble_Rabies_virus_UP000008649-11_12mer_3mis_hits.tsv"
"8224","Auto","2",1,"Full_Scramble_Rabies_virus_UP000008649-12_12mer_3mis_hits.tsv"
"8225","Auto","3",60,"Full_Scramble_Rabies_virus_UP000008649-12_12mer_3mis_hits.tsv"
"8226","X","3",1,"Full_Scramble_Rabies_virus_UP000008649-12_12mer_3mis_hits.tsv"
"8227","Auto","3",58,"Full_Scramble_Rabies_virus_UP000008649-13_12mer_3mis_hits.tsv"
"8228","X","3",2,"Full_Scramble_Rabies_virus_UP000008649-13_12mer_3mis_hits.tsv"
"8229","Auto","2",4,"Full_Scramble_Rabies_virus_UP000008649-14_12mer_3mis_hits.tsv"
"8230","Auto","3",47,"Full_Scramble_Rabies_virus_UP000008649-14_12mer_3mis_hits.tsv"
"8231","X","3",4,"Full_Scramble_Rabies_virus_UP000008649-14_12mer_3mis_hits.tsv"
"8232","Auto","2",5,"Full_Scramble_Rabies_virus_UP000008649-15_12mer_3mis_hits.tsv"
"8233","Auto","3",58,"Full_Scramble_Rabies_virus_UP000008649-15_12mer_3mis_hits.tsv"
"8234","X","3",1,"Full_Scramble_Rabies_virus_UP000008649-15_12mer_3mis_hits.tsv"
"8235","Auto","2",1,"Full_Scramble_Rabies_virus_UP000008649-16_12mer_3mis_hits.tsv"
"8236","Auto","3",53,"Full_Scramble_Rabies_virus_UP000008649-16_12mer_3mis_hits.tsv"
"8237","Auto","2",1,"Full_Scramble_Rabies_virus_UP000008649-17_12mer_3mis_hits.tsv"
"8238","Auto","3",53,"Full_Scramble_Rabies_virus_UP000008649-17_12mer_3mis_hits.tsv"
"8239","X","3",7,"Full_Scramble_Rabies_virus_UP000008649-17_12mer_3mis_hits.tsv"
"8240","Auto","2",3,"Full_Scramble_Rabies_virus_UP000008649-18_12mer_3mis_hits.tsv"
"8241","Auto","3",57,"Full_Scramble_Rabies_virus_UP000008649-18_12mer_3mis_hits.tsv"
"8242","X","3",1,"Full_Scramble_Rabies_virus_UP000008649-18_12mer_3mis_hits.tsv"
"8243","Auto","2",4,"Full_Scramble_Rabies_virus_UP000008649-19_12mer_3mis_hits.tsv"
"8244","Auto","3",54,"Full_Scramble_Rabies_virus_UP000008649-19_12mer_3mis_hits.tsv"
"8245","X","3",3,"Full_Scramble_Rabies_virus_UP000008649-19_12mer_3mis_hits.tsv"
"8246","Y","3",1,"Full_Scramble_Rabies_virus_UP000008649-19_12mer_3mis_hits.tsv"
"8247","Auto","2",2,"Full_Scramble_Rabies_virus_UP000008649-2_12mer_3mis_hits.tsv"
"8248","Auto","3",72,"Full_Scramble_Rabies_virus_UP000008649-2_12mer_3mis_hits.tsv"
"8249","X","3",1,"Full_Scramble_Rabies_virus_UP000008649-2_12mer_3mis_hits.tsv"
"8250","Auto","2",3,"Full_Scramble_Rabies_virus_UP000008649-20_12mer_3mis_hits.tsv"
"8251","Auto","3",69,"Full_Scramble_Rabies_virus_UP000008649-20_12mer_3mis_hits.tsv"
"8252","X","3",4,"Full_Scramble_Rabies_virus_UP000008649-20_12mer_3mis_hits.tsv"
"8253","Auto","2",2,"Full_Scramble_Rabies_virus_UP000008649-21_12mer_3mis_hits.tsv"
"8254","Auto","3",84,"Full_Scramble_Rabies_virus_UP000008649-21_12mer_3mis_hits.tsv"
"8255","Auto","3",47,"Full_Scramble_Rabies_virus_UP000008649-22_12mer_3mis_hits.tsv"
"8256","X","3",1,"Full_Scramble_Rabies_virus_UP000008649-22_12mer_3mis_hits.tsv"
"8257","Auto","3",58,"Full_Scramble_Rabies_virus_UP000008649-23_12mer_3mis_hits.tsv"
"8258","Auto","2",2,"Full_Scramble_Rabies_virus_UP000008649-24_12mer_3mis_hits.tsv"
"8259","Auto","3",82,"Full_Scramble_Rabies_virus_UP000008649-24_12mer_3mis_hits.tsv"
"8260","X","3",1,"Full_Scramble_Rabies_virus_UP000008649-24_12mer_3mis_hits.tsv"
"8261","Auto","3",53,"Full_Scramble_Rabies_virus_UP000008649-25_12mer_3mis_hits.tsv"
"8262","X","2",1,"Full_Scramble_Rabies_virus_UP000008649-25_12mer_3mis_hits.tsv"
"8263","X","3",4,"Full_Scramble_Rabies_virus_UP000008649-25_12mer_3mis_hits.tsv"
"8264","Auto","2",4,"Full_Scramble_Rabies_virus_UP000008649-26_12mer_3mis_hits.tsv"
"8265","Auto","3",86,"Full_Scramble_Rabies_virus_UP000008649-26_12mer_3mis_hits.tsv"
"8266","X","3",3,"Full_Scramble_Rabies_virus_UP000008649-26_12mer_3mis_hits.tsv"
"8267","Auto","2",1,"Full_Scramble_Rabies_virus_UP000008649-27_12mer_3mis_hits.tsv"
"8268","Auto","3",64,"Full_Scramble_Rabies_virus_UP000008649-27_12mer_3mis_hits.tsv"
"8269","X","3",3,"Full_Scramble_Rabies_virus_UP000008649-27_12mer_3mis_hits.tsv"
"8270","Auto","3",46,"Full_Scramble_Rabies_virus_UP000008649-28_12mer_3mis_hits.tsv"
"8271","X","3",2,"Full_Scramble_Rabies_virus_UP000008649-28_12mer_3mis_hits.tsv"
"8272","Auto","3",70,"Full_Scramble_Rabies_virus_UP000008649-29_12mer_3mis_hits.tsv"
"8273","X","3",1,"Full_Scramble_Rabies_virus_UP000008649-29_12mer_3mis_hits.tsv"
"8274","Auto","2",8,"Full_Scramble_Rabies_virus_UP000008649-3_12mer_3mis_hits.tsv"
"8275","Auto","3",75,"Full_Scramble_Rabies_virus_UP000008649-3_12mer_3mis_hits.tsv"
"8276","X","3",5,"Full_Scramble_Rabies_virus_UP000008649-3_12mer_3mis_hits.tsv"
"8277","Auto","3",68,"Full_Scramble_Rabies_virus_UP000008649-30_12mer_3mis_hits.tsv"
"8278","Auto","2",2,"Full_Scramble_Rabies_virus_UP000008649-4_12mer_3mis_hits.tsv"
"8279","Auto","3",59,"Full_Scramble_Rabies_virus_UP000008649-4_12mer_3mis_hits.tsv"
"8280","X","3",1,"Full_Scramble_Rabies_virus_UP000008649-4_12mer_3mis_hits.tsv"
"8281","Auto","1",3,"Full_Scramble_Rabies_virus_UP000008649-5_12mer_3mis_hits.tsv"
"8282","Auto","2",6,"Full_Scramble_Rabies_virus_UP000008649-5_12mer_3mis_hits.tsv"
"8283","Auto","3",56,"Full_Scramble_Rabies_virus_UP000008649-5_12mer_3mis_hits.tsv"
"8284","X","1",3,"Full_Scramble_Rabies_virus_UP000008649-5_12mer_3mis_hits.tsv"
